Nom,Prénoms,Date_de_naissance,Ville_de_naissance,Département_de_naissance,Pays,Régiment,Grade,Date_du_décès,Département_de_décès,Lieu_du_décès,Pays_de_décès,nomDptDécès
PUGET,Guilhem,1888-12-20,Toulouse,31,France,42e Infanterie,Soldat,21/07/1918,2,Villers-Cotterêts,France,Aisne 
PUGIBET,Paul Raymond Ernest,1880-04-18,Tournefeuille,31,France,53e Infanterie,Sergent major,25/09/1915,51,Baconnes,France,Marne 
PUGIBET,Jean Marie,1888-08-13,Toulouse,31,France,281e Infanterie,Soldat,14/06/1915,62,Angres,France,Pas-de-Calais 
PUGINIER,André Louis Jean,1890-01-04,Toulouse,31,France,9e Artillerie de campagne,Maître pointeur,02/11/1914,,Ypres,Belgium,
PUGINIER,Marceau Raymond,1893-12-31,Graulhet,81,France,83e Infanterie,Caporal,11/09/1914,51,Saint-Ouen-Domprot,France,Marne 
PUIG,Louis Pierre Marius,1892-01-29,Toulouse,31,France,83e Infanterie,Caporal,28/08/1914,8,Thelonne,France,Ardennes 
PUIJOL,Joseph,1885-07-08,Toulouse,31,France,129e Infanterie,Soldat,22/05/1916,55,Douaumont,France,Meuse 
PUJARNISCLE,Charles Gustave,1887-07-27,Toulon,83,France,161e Infanterie,Caporal,07/10/1916,80,Sailly-Saillisel,France,Somme 
PUJO,Jean Joseph Léon,1889-01-21,Aurignac,31,France,84e Infanterie,Sous-Lieutenant,29/08/1914,2,Guise,France,Aisne 
PUJOL,Jean Marie,1895-03-21,Saverdun,9,France,11e Infanterie,Caporal,25/07/1916,55,Fleury-devant-Douaumont,France,Meuse 
PUJOL,Maurice Marie,1883-07-31,Toulouse,31,France,88e Infanterie,Sergent,09/05/1915,62,Roclincourt,France,Pas-de-Calais 
PUJOL,Jean,1883-10-30,Biert,9,France,152e Infanterie,Sergent,22/07/1918,2,Brécy,France,Aisne 
PUJOL,Louis Marie Léon Joseph,1888-07-07,Toulouse,31,France,53e Infanterie,Sergent,01/11/1914,,Ypres,Belgium,
PUJOL,François Antoine,1882-05-14,Castelginest,31,France,15e Section d'infirmiers militaires,Soldat,27/07/1917,,Korçë,Albania,
PUJOL,Marius Pierre,1894-08-26,Laas,32,France,9e Infanterie,Soldat,31/08/1916,55,Bras-sur-Meuse,France,Meuse 
PUJOL,Jean Marie François,1888-09-29,Montesquieu-Volvestre,31,France,77e Infanterie,Sergent,09/06/1918,60,Belloy,France,Oise 
PUJOL,Louis,1877-03-31,Labastide-de-Serou,9,France,329e Infanterie,Soldat,22/04/1917,2,Sancy-les-Cheminots,France,Aisne 
PUJOL,Jean,1897-05-25,Fenouillet,31,France,204e Infanterie,Soldat,21/05/1918,2,Quierzy,France,Aisne 
PUJOL,Jean Jacques,1896-08-08,Castanet,31,France,125e Infanterie,Soldat,11/06/1918,60,Méry-la-Bataille,France,Oise 
PUJOL,Jean Marie,1893-04-16,Toulouse,31,France,15e Infanterie,Soldat,09/11/1914,,Ypres,Belgium,
PUJOL,Jules Guillaume,1897-04-14,Cassenon,34,France,55e Infanterie,Soldat,10/06/1918,60,Margny-sur-Matz,France,Oise 
PUJOL,Paul Baptiste Marcel,1893-11-30,Toulouse,31,France,143e Infanterie,Sergent,03/11/1914,,Heuvelland,Belgium,
PUJOS,Jean Marie,1889-12-28,Blagnac,31,France,72e Bataillon de tirailleurs Senegalais,Sergent fourrier,18/01/1919,31,Toulouse,France,Haute-Garonne 
PUNTIS,François,1886-03-24,Toulouse,31,France,96e Infanterie,Soldat,30/10/1914,,Langemark-Poelkapelle,Belgium,
PUNTOUS,Jean Antoine,1877-09-17,Seysses,31,France,344e Infanterie,Soldat,25/08/1916,55,Verdun,France,Meuse 
PUSSACQ,Nelson Joseph,1894-03-10,Salies-de-Béarn,64,France,283e Infanterie,Soldat,10/06/1918,60,Margny-lès-Compiègne,France,Oise 
QUERIC,Marcel,1881-11-22,Medillac,16,France,50e Infanterie,Soldat,25/09/1915,62,Thélus,France,Pas-de-Calais 
QUET,Germain Valère Félix,1897-05-08,Marseillan,34,France,8e Infanterie de tirailleurs Algerians,Soldat,26/10/1917,2,Chavignon,France,Aisne 
QUINTREE LAMOTHE,André,1893-05-20,Cayenne,973,France,17e Infanterie,Sous-Lieutenant,29/07/1918,51,Sommepy-Tahure,France,Marne 
QUOILHAC,Jean,1883-04-08,Villeneuve-lès-Bouloc,31,France,81e,Sergent,17/11/1915,51,Saint-Remy-sur- Bussy,France,Marne 
QUOILLAC,Louis,1896-06-07,Bouloc,31,France,30e Infanterie,Soldat,23/10/1917,2,Allemant,France,Aisne 
RABAUTE,Jules André,1886-06-16,Carbonne,31,France,83e Infanterie,Soldat,16/04/1916,55,Froidos,France,Meuse 
RACAUD,Jean,1881-02-05,Toulouse,31,France,297e Infanterie,Soldat,25/06/1916,55,Bras-sur-Meuse,France,Meuse 
RACINE,Georges Marie Joseph,1896-06-10,Toulouse,31,France,144e Infanterie,Sergent,04/05/1917,2,Craonnelle,France,Aisne 
RAFFEL,Prosper Henri,1885-07-15,Cambon,81,France,142e Infanterie,Soldat,22/09/1914,54,Noviant-aux-Prés,France,Meurthe-et-Moselle 
RAGNE,Jean Marie,1890-07-30,Monestrol,31,France,53e Infanterie,Soldat,28/10/1914,25,Besançon,France,Doubs 
RAISSAC,Pierre Jean,1888-11-29,Toulouse,31,France,28e Infanterie,Soldat,02/06/1916,55,Verdun,France,Meuse 
RAMEL,Lucien Arnaud,1894-11-16,Toulouse,31,France,9e Infanterie,Sergent,04/09/1916,55,Verdun,France,Meuse 
RAMONATXO,Joseph,1883-07-02,Toulouse,31,France,81e Infanterie,Capitaine fourrier,05/08/1916,55,Douaumont,France,Meuse 
RAMOND,Jacques,1875-09-17,Toulouse,31,France,10e Territorial d'Infanterie,Soldat,19/05/1918,60,Pont-Sainte-Maxence,France,Oise 
RAMOND,Germain Jean Pierre,1893-03-07,Toulouse,31,France,84e Infanterie,Soldat,21/04/1918,,,Macedonia,
RAMOND,Joseph,1882-06-23,Vieille-Toulouse,31,France,81e Infanterie,Clairon,05/03/1915,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
RAMOND,Joseph Gustave Gabriel,1890-04-25,Toulouse,31,France,2e Chasseurs alpins,Sous-Lieutenant,04/11/1914,,Messines,Belgium,
RAMOND,Marius Marcel,1890-03-22,Bourg-de-Visa,82,France,15e Infanterie,Soldat,01/10/1914,54,Seicheprey,France,Meurthe-et-Moselle 
RAMONDOU,Germain,1891-11-23,Labastide-Beauvoir,31,France,15e Infanterie,Soldat,03/11/1914,,Heuvelland,Belgium,
RANCON,Eugène Joseph,1890-07-24,Toulouse,31,France,14e Infanterie,Caporal,16/02/1915,51,Souain-Perthes-les Hurlus,France,Marne 
RAOU,Jean,1887-09-13,Toulouse,31,France,296e Infanterie,Soldat,16/10/1914,62,Vermelles,France,Pas-de-Calais 
RAOUL,Jean,1887-06-17,Béziers,34,France,176e Infanterie,Soldat,18/10/1918,,,Serbia,
RAOUL,Maurice,1887-04-19,Aspet,31,France,214e Infanterie,Caporal,04/10/1916,54,Pont-à-Mousson,France,Meurthe-et-Moselle 
RAOUX,Marie Joseph Jacques Jean,1894-06-27,Béziers,34,France,9e Infanterie,Caporal,01/02/1916,62,Achicourt,France,Pas-de-Calais 
RASCAGNERES,Jean,1898-11-03,Toulouse,31,France,224e Infanterie,Soldat,09/09/1918,2,Nanteuil-la-Fosse,France,Aisne 
RASCAGNERES,Marius,1897-11-04,Toulouse,31,France,401e Infanterie,Soldat,05/05/1917,2,Vendresse-Beaulne,France,Aisne 
RASCOUAILLES,Daniel,1887-11-16,Toulouse,31,France,97e Infanterie,Soldat,21/03/1916,55,Vaux-devant-Damloup,France,Meuse 
RASPAUD,Jean,1887-09-25,Toulouse,31,France,225e Infanterie,Soldat,14/10/1918,2,,France,Aisne 
RASTOUIL,Célestin,1885-10-01,Montmaur,11,France,226e Infanterie,Caporal,05/12/1917,68,Gildwiller,France,Haut-Rhin 
RATIER,Joseph Alexandre Auguste,1885-01-31,Gargas,31,France,284e Infanterie,Sous-Lieutenant,12/04/1915,55,Manheulles,France,Meuse 
RAUCH,Charles Gabriel,1868-03-06,Blagnac,31,France,15e Infanterie,Lieutenant Colonel,18/03/1915,2,Suippes,France,Aisne 
RAUFASTE,Édouard,1890-06-07,Couflens,9,France,14e Infanterie,Sergent,27/06/1916,55,Verdun,France,Meuse 
RAYMOND,Joseph,1889-06-01,Toulouse,31,France,4e Chasseurs Afrique,Brigadier,04/02/1918,54,Pont-Saint-Vincent,France,Meurthe-et-Moselle 
RAYMOND,Henri Louis,1891-05-15,Toulouse,31,France,15e Infanterie,Soldat,20/08/1914,57,Belles-Forêts,France,Moselle 
RAYMOND CAHUSAC (de),Aymar Emmanuel Henri Charles,1882-10-15,Avignonet-Lauragais,31,France,11e Infanterie,Sous-Lieutenant,06/03/1915,55,Forges-sur-Meuse,France,Meuse 
RAYNAL,Anatole Constant René Édouard,1892-03-14,Montesquieu,82,France,7e Infanterie,Soldat,08/06/1918,60,Betz,France,Oise 
RAYNAL,Louis,1880-02-22,Millas,66,France,83e Infanterie,Capitaine,25/04/1918,,Heuvelland,Belgium,
RAYNAUD,Louis Germain Auguste,1895-12-23,Toulouse,31,France,416e Infanterie,Soldat,27/09/1915,51,Sommepy-Tahure,France,Marne 
RAYNAUD,Jean Marie,1890-06-07,Toulouse,31,France,53e Infanterie,Soldat,29/09/1915,51,Souain-Perthes-les Hurlus,France,Marne 
RAYNAUD,René Jean Marie,1899-10-02,Toulouse,31,France,90e Infanterie,Soldat,11/04/1918,80,Rouvrel,France,Somme 
RAYNAUD,Baptiste,1884-01-18,Bourg,31,France,214e Infanterie,Soldat,18/01/1918,51,Châlons-sur-Vesle,France,Marne 
RAZAT,Frédéric Jean Marie François,1894-11-07,Toulouse,31,France,19e Chasseurs,Sergent,31/03/1918,80,Grivesnes,France,Somme 
RAZEL,Jean Marie,1890-02-16,Biganos,31,France,53e Infanterie,Caporal,18/03/1915,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
RAZOUS,Pierre Louis,1885-03-09,Toulouse,31,France,280e Infanterie,Soldat,04/06/1915,62,Aix-Noulette,France,Pas-de-Calais 
RAZOUS,Gabriel Pierre,1896-02-09,Toulouse,31,France,369e Infanterie,Soldat,15/01/1917,54,Reillon,France,Meurthe-et-Moselle 
RECLUS,Bruno,1880-09-22,Toulouse,31,France,102e Infanterie,Sergent,21/07/1918,51,Venteuil,France,Marne 
RECOULES,Charles,1872-04-19,Bordeaux,33,France,134e Infanterie territoriale,Soldat,22/04/1919,31,Salies-du-Salat,France,Haute-Garonne 
RECOULES,Marius Adrien,1895-08-28,Béziers,34,France,156e Infanterie,Soldat,16/04/1917,2,Moussy-Verneuil,France,Aisne 
REGAGNON,Jean Léon,1895-01-03,Arques,11,France,83e Infanterie,Sergent,21/12/1914,51,Souain-Perthes-les Hurlus,France,Marne 
REGIS,François Dominique,1887-09-09,Sorèze,81,France,354e Infanterie,Sergent,12/11/1914,,Meersburg,Germany,
REGIS,Benoît Jean Pierre,1882-04-16,Féneyrols,82,France,81e Infanterie,Soldat,05/03/1915,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
REGIS,Marius Vital,1891-11-20,Toulouse,31,France,14e Bataillon de chasseurs,Soldat,20/07/1916,80,Maurepas-Leforest,France,Somme 
REGIS,Dominique Antoine,1893-07-21,Toulouse,31,France,143e Infanterie,Soldat,01/11/1914,,Heuvelland,Belgium,
REILHES,Auguste,1883-08-04,Toulouse,31,France,96e Infanterie,Soldat,09/10/1915,51,Sommepy-Tahure,France,Marne 
REILLAC,Jean,1887-07-17,Toulouse,31,France,66e Infanterie,1re Classe,18/10/1916,80,Morval,France,Somme 
REINSHAGEN,René,1891-08-15,Toulouse,31,France,160e Infanterie,Sergent,11/05/1915,62,Neuville-Saint-Vaast,France,Pas-de-Calais 
REMAZEILLES,Paul,1882-01-20,Parlboscq,40,France,14e Infanterie,Soldat,16/02/1915,51,Souain-Perthes-les Hurlus,France,Marne 
REMI,Dominique,1893-08-14,Toulouse,31,France,59e Infanterie,Caporal,22/08/1914,,Bertrix,Belgium,
RENAC,Frédéric,1885-04-30,Mustapha,,Algeria,14e Infanterie,Caporal,16/02/1915,51,Souain-Perthes-les Hurlus,France,Marne 
RENAUD,Louis Marie Léonard,1875-10-08,Charenton-le-Petit,75,France,Groupe de brancardier du 17e corps d'armée,Aumônier titulaire,12/04/1917,51,Prosnes,France,Marne 
RENDU,René Auguste Alexandre,1890-08-25,Saint-Étienne,42,France,88e Infanterie,Aspirant,18/03/1915,51,Suippes,France,Marne 
RESPAUD,Albert,1884-12-14,Mas-d'Azil,9,France,88e Infanterie,Soldat,31/10/1918,60,Saint-Maximin,France,Oise 
RESPAUD,Calixte,1884-02-05,Lapeyrere,31,France,214e Infanterie,Soldat,24/08/1914,55,Senon,France,Meuse 
RESSEGUIER,Jean Albert Justin Henri,1889-08-15,Alban,81,France,288e Infanterie,Soldat,07/03/1916,55,Cumières-le-Mort-Homme,France,Meuse 
RESSEGUIER,Daniel Augustin Denis,1894-03-15,Toulouse,31,France,143e Infanterie,Soldat,14/07/1915,51,Somme-Suippe,France,Marne 
RESSEGUIER (de),Joseph René Robert,1892-05-30,Toulouse,31,France,59e Infanterie,Caporal,29/04/1918,59,Saint-Jans-Cappel,France,Nord 
RESTES,Jean Marie,1893-12-01,Muret,31,France,11e Infanterie,Sous-Lieutenant,05/11/1917,55,Commercy,France,Meuse 
RETORNARD,Antoine Marius,1883-09-22,Toulouse,31,France,81e Infanterie,Soldat,09/09/1914,54,Gerbérviller,France,Meurthe-et-Moselle 
REVILLOUS,Ernest,1891-11-07,Temuco,,chile,14e Infanterie,Soldat,15/08/1916,55,Landrecourt-Lempire,France,Meuse 
REY,Antoine,1885-09-19,Toulouse,31,France,60e Infanterie,Soldat,21/07/1918,51,Chaumusy,France,Marne 
REY,Jean Joachim,1891-11-12,Saint-Arailles,31,France,20e Infanterie,Soldat,31/01/1915,,Limburg an der Lahn,Germany,
REY,Joseph,1891-03-23,Toulouse,31,France,59e Infanterie,Soldat,22/08/1914,,Bertrix,Belgium,
REYES,Paul,1877-10-29,Perpignan,66,France,17e Escadron du train des équipages militaires,2e Conducteur,14/05/1915,55,Ligny-en-Barrois,France,Meuse 
REYNAGUET,Léon,1894-03-25,Toulouse,31,France,Infanterie Coloniale du Morocco,Soldat,25/09/1915,62,Barly,France,Pas-de-Calais 
RIBART,Louis Ferdinand,1880-03-31,Agen,47,France,14e Infanterie,Soldat,07/11/1918,31,Toulouse,France,Haute-Garonne 
RIBAUD,Aristide Victor Lucien,1891-07-12,Toulouse,31,France,48e Artillerie de campagne,Maréchal des Logis,12/07/1919,21,Dijon,France,Côte-d'or 
RIBAUD,François Marc,1877-04-25,Sarrancolin,65,France,226e Infanterie,Soldat,01/04/1916,55,Douaumont,France,Meuse 
RIBAUT,Louis,1893-08-25,Toulouse,31,France,80e Infanterie,Soldat,18/12/1914,,Poperinge,Belgium,
RIBAUTE,Alphonse,1893-10-04,Toulouse,31,France,14e Infanterie,Soldat,11/07/1916,55,Dugny-sur-Meuse,France,Meuse 
RIBES,Laurens Armaud,1875-08-25,Labastide-Clermont,31,France,14e Infanterie,Soldat,01/10/1918,31,Toulouse,France,Haute-Garonne 
RIBES,Charles Joseph Jules Henri Robert Paul Louis,1888-02-15,Montauban,82,France,15e Infanterie,Sous-Lieutenant,04/11/1914,,Heuvelland,Belgium,
RIC,Marius,1887-07-25,Saint-Céré,46,France,7e Infanterie,Soldat,15/09/1914,55,Minaucourt-Le-Mesnil-les-Hurlus,France,Meuse 
RICARD,François Jules Louis,1894-02-09,Montpellier,34,France,3e Infanterie Afrique,Soldat,17/02/1915,62,Roclincourt,France,Pas-de-Calais 
RICARD,Jean Franscisque,1888-07-31,Toulouse,31,France,53e Infanterie,Soldat,01/11/1914,,Ypres,Belgium,
RICHARD,Germain Félix,1893-06-01,Toulouse,31,France,59e Infanterie,Soldat,11/02/1915,51,Souain-Perthes-les Hurlus,France,Marne 
RICHARD,Jean Rémy,1880-12-19,Lyon,69,France,7e Infanterie,Sergent,10/05/1915,,Seddülbahir,Turkey,
RICHARD,Jean Marcelin,1896-08-16,Toulouse,31,France,417e Infanterie,Soldat,05/03/1916,2,Nouvron-Vingré,France,Aisne 
RICOUS,Jean Jacques,1861-07-24,Gaillac,81,France,211e Infanterie,Chef de Bataillon,06/09/1914,55,Osches,France,Meuse 
RIEU,Jean,1890-04-09,Ercé,9,France,269e Infanterie,Caporal,01/04/1916,55,Verdun,France,Meuse 
RIEU,Jules François,1895-09-01,Toulouse,31,France,106e Infanterie,Soldat,12/10/1918,,,France,
RIEU,Jean Michel,1890-07-30,Seix,9,France,153e Infanterie,Soldat,31/12/1914,,Langemark-Poelkapelle,Belgium,
RIEU,Auguste,1892-07-18,Toulouse,31,France,15e Infanterie,Soldat,07/11/1914,,Heuvelland,Belgium,
RIEU-PATEY,Ambroise Sosthène,1892-11-29,Seix,9,France,11e Infanterie,Soldat,24/12/1914,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
RIFARD,Firmin,1881-07-18,Toulouse,31,France,44e Infanterie,Soldat,21/12/1914,55,Vauquois,France,Meuse 
RIGAL,Henri Jean,1895-09-08,Toulouse,31,France,15e Infanterie,Soldat,04/03/1916,47,Masquières,France,Lot-et-Garonne 
RIGAL,Léopold Raymond,1890-05-12,Toulouse,31,France,287e Infanterie,Soldat,17/05/1917,2,Berry-au Bac,France,Aisne 
RIGAL,Louis,1890-04-22,Saint-Marcel-Paulel,31,France,14e Infanterie,Soldat,28/12/1918,,Stuttgart,Germany,
RIGAUD,Auguste Jean Baptiste,1896-05-01,Toulouse,31,France,54e Infanterie Coloniale,Soldat,15/09/1918,,,Macedonia,
RIGAUD,Marius,1897-08-13,Toulouse,31,France,7e Infanterie,Soldat,17/04/1917,36,Châteauroux,France,Indre 
RIGAUD,Jean Baptiste,1889-10-15,Toulouse,31,France,63e Infanterie,Tambour,04/04/1915,,Bad Langensalza,Germany,
RIMAILHO,Auguste,1892-04-20,Toulouse,31,France,3e Artillerie,Brigadier,17/05/1916,51,Somme-Bionne,France,Marne 
RIOL,Louis Casimir Émile,1893-06-01,Gaillac,81,France,20e Infanterie,Aspirant,25/09/1915,62,Beaurains,France,Pas-de-Calais 
RITZERFELD,Marceau Ferdinand,1891-02-08,Toulouse,31,France,10e Escadron du train des équipages militaires,Soldat,18/12/1918,67,Mutzig,France,Bas-Rhin 
RITZERFELD,Jules,1895-07-03,Limoux,11,France,26e Chasseurs à pied,Soldat,27/02/1916,51,Souain-Perthes-les Hurlus,France,Marne 
RIVAL,Antoine Eugène,1885-01-17,Perpignan,66,France,280e Infanterie,Soldat,18/10/1914,62,Annequin,France,Pas-de-Calais 
RIVALS,Antoine Prosper Jean,1897-08-04,Vichy,3,France,100e Infanterie,Aspirant,01/06/1918,51,Reims,France,Marne 
RIVALS,Jean Eucher,1892-10-17,Toulouse,31,France,283e Infanterie,Soldat,17/09/1916,55,Fleury-devant-Douaumont,France,Meuse 
RIVALS,Joseph Barthélémy,1893-10-27,Toulouse,31,France,19e Chasseurs à pied,Soldat,25/01/1916,51,Châlons-en-Champagne,France,Marne 
RIVALS,Adrien,1892-07-12,Aucamville,31,France,83e Infanterie,Caporal,14/09/1914,51,Souain-Perthes-les Hurlus,France,Marne 
RIVALS,Jean,1892-01-22,Toulouse,31,France,83e Infanterie,Soldat,27/08/1914,8,Thelonne,France,Ardennes 
RIVERA,Victor,1893-03-03,Toulouse,31,France,136e Infanterie,Soldat,21/11/1917,2,Filain,France,Aisne 
RIVES,Jean,1885-08-24,Léguevin,31,France,128e Infanterie,Sergent,20/05/1918,,Heuvelland,Belgium,
RIVES,Louis,1880-05-25,Grenade,31,France,143e Infanterie,Soldat,03/11/1914,,Heuvelland,Belgium,
RIVES,Pierre Adolphe,1897-05-12,Saint-Girons,9,France,8e Cuirassier,Soldat,04/04/1918,80,Moreuil,France,Somme 
RIVES,Lucien Louis,1891-04-15,Toulouse,31,France,14e Infanterie,Caporal tambour,16/06/1915,62,Arras,France,Pas-de-Calais 
RIVIERE,Bernard,1884-03-30,Toulouse,31,France,3e Groupe Artillerie de campagne Afrique,Maréchal des Logis,13/11/1916,55,Verdun,France,Meuse 
RIVIERE,Jean,1880-03-01,Saint-Quirc,9,France,283e Infanterie,Sergent,09/09/1916,55,Vaux-devant-Damloup,France,Meuse 
RIVIERE,Jean Baptiste,1887-12-09,Toulouse,31,France,281e Infanterie,Soldat,11/05/1915,62,Vermelles,France,Pas-de-Calais 
RIVIERE,Hugues,1883-06-24,Toulouse,31,France,81e Infanterie,Soldat,28/09/1915,51,Sommepy-Tahure,France,Marne 
RIVIERE,Léon Nicolas,1888-06-22,Toulouse,31,France,14e Infanterie,Caporal,02/06/1915,62,Villers-Châtel,France,Pas-de-Calais 
RIVIERE,Henri,1895-06-15,Toulouse,31,France,53e Infanterie,Soldat,27/06/1919,32,Auch,France,Gers 
RIVIERE,Paul,1882-11-17,Auzielle,31,France,96e Infanterie,Soldat,26/10/1914,,Langemark-Poelkapelle,Belgium,
RIVIERE,Alphonse Jean,1893-11-18,Bessières,31,France,351e Infanterie,Caporal,01/02/1917,,Nieuport,Belgium,
RIVIERE,Paul Germain Joseph,1895-02-20,Cazères,31,France,143e Infanterie,Soldat,30/05/1915,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
RIVIERE,Jean,1889-04-25,Toulouse,31,France,147e Infanterie,Soldat,14/02/1917,54,Luneville,France,Meurthe-et-Moselle 
RIVIERE,Jules Alexandre Sylvain,1884-11-24,Toulouse,31,France,11e Infanterie,Soldat,26/07/1916,55,Vadelaincourt,France,Meuse 
RIVIERE,Maurice,1887-11-18,Toulouse,31,France,14e Infanterie,Sergent,30/04/1917,51,Pontfaverger-Moronvilliers,France,Marne 
RIVIERE,Théodore Marc,1882-03-21,Lapalme,11,France,211e Infanterie,Soldat,28/12/1914,55,Verdun,France,Meuse 
ROBEL,Clarin Juvenal Marius,1881-05-19,Gréasque,13,France,321e Infanterie,Sergent,08/07/1918,60,Ravenel,France,Oise 
ROBERT,Bertin François,1896-01-29,Villeneuve,12,France,4e Infanterie Coloniale,Soldat,26/09/1915,51,Massiges,France,Marne 
ROBERT,Jean,1874-02-21,Toulouse,31,France,59e Infanterie,Commandant,25/09/1914,51,Wargemoulin-Hurlus,France,Marne 
ROBERT,Théophile Félix,1878-10-22,La Fère,2,France,174e Infanterie,Chef de Bataillon,12/09/1916,80,Cléry-sur-Somme,France,Somme 
ROBERT,Firmin,1881-09-16,Lascabanes,46,France,211e Infanterie,Sergent,27/11/1915,55,Les Monthairons,France,Meuse 
ROBERT,François,1885-03-31,Montbrun-Lauragais,31,France,416e Infanterie,Soldat,25/04/1918,,Heuvelland,Belgium,
ROBERT,Jean Marie,1891-09-03,Aurillac,15,France,7e Infanterie,Caporal,30/04/1917,51,Pontfaverger-Moronvilliers,France,Marne 
ROBERT,Pierre François Victor,1887-01-23,Barbaira,11,France,146e Infanterie,Soldat,28/09/1915,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
ROBERT,Étienne Louis,1887-07-30,Toulouse,31,France,14e Infanterie,Soldat,23/01/1915,51,Souain-Perthes-les Hurlus,France,Marne 
ROBERT,Jérôme,1883-02-19,Toulouse,31,France,97e Infanterie,Soldat,28/01/1916,62,Souchez,France,Pas-de-Calais 
ROBERT,Léon Sylvain,1894-02-20,Bouloc,31,France,80e Infanterie,Caporal,28/09/1915,51,Massiges,France,Marne 
ROBERT (de),Henri Camille,1883-05-28,Toulouse,31,France,341e Artillerie coloniale,Soldat,02/06/1918,51,Louvois,France,Marne 
ROBIN,François Frédéric,1896-07-28,Besançon,25,France,107e Artillerie lourde,2e Canonnier conducteur,18/12/1918,31,Toulouse,France,Haute-Garonne 
ROBINET,Henri Louis Paul,1884-03-08,Parfondeval,2,France,227e Infanterie lourde,Brigadier,16/09/1918,76,Mont-Saint-Aignan,France,Seine-Maritime 
ROCANTIN,Kléber Léon Jean,1890-04-05,Rennes,35,France,53e Infanterie,Infirmier,22/06/1918,,Bad Kreuznach,Germany,
ROCH,Auguste Julien Albert,1894-09-01,Nîmes,30,France,79e Infanterie,Sergent,25/09/1915,51,Minaucourt-Le-Mesnil-les-Hurlus,France,Marne 
ROCHE,Marie Albert Gabriel,1884-06-30,Ligneyrac,19,France,211e Infanterie,Sergent fourrier,21/09/1914,55,Vaux-lès-Palameix,France,Meuse 
ROCHE,Léonard,1877-08-21,Saint-Léonard,87,France,14e Infanterie,Sous-Lieutenant,22/04/1917,51,Pontfaverger-Moronvilliers,France,Marne 
ROCHER,Armand,1877-07-05,Besançon,25,France,155e Infanterie,Sous-Lieutenant,15/11/1916,80,Sailly-Saillisel,France,Somme 
ROCOLLE,Bernard,1882-02-11,Toulouse,31,France,14e Infanterie,Soldat,08/12/1914,51,Souain-Perthes-les Hurlus,France,Marne 
ROETHEL,René Alfred Louis,1885-09-13,Marly,59,France,14e Infanterie,Capitaine,17/07/1918,51,Leuvrigny,France,Marne 
ROGALE,Jean Pierre Auguste,1895-01-27,Toulouse,31,France,54e Infanterie,1re Classe,12/09/1918,2,Villers-Hélon,France,Aisne 
ROGALLE,Antoine Noël Sylvain,1894-02-17,Toulouse,31,France,32e Infanterie,Soldat,21/05/1915,31,Toulouse,France,Haute-Garonne 
ROGALLE,Léon,1893-04-28,Toulouse,31,France,143e Infanterie,Soldat,11/11/1915,82,Montauban,France,Tarn-et-Garonne 
ROLLAND,Joseph,1873-09-28,Verdun,51,France,220e Infanterie,Soldat,07/09/1916,55,Vaux-devant-Damloup,France,Meuse 
